行政區,機構名稱,地址,電話,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
大同區,臺北市立聯合醫院中興院區兒童發展評估療育中心,臺北市大同區鄭州路145號,02-25553000轉2879,週一至週五08:00~17:00,1樓護理站斜對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
大同區,衛生福利部國民健康署,臺北市大同區塔城街36號,02-25220888轉808,週一至週五08:00~17:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北大眾捷運股份有限公司中山站,臺北市大同區南京西路55號,02-21812345,週一至週日06:00~24:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市大同運動中心,臺北市大同區大龍街51號,02-25920055轉701,週一至週日06:00~22:00,1樓兒童遊戲區旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,台北君品大酒店,臺北市大同區承德路1段3號,02-21819950轉3012,每日24小時開放,1樓服務中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,三德觀光大飯店股份有限公司,臺北市大同區承德路3段49號,02-25963111轉3308,週一至週五09:00~21:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,免費衛生用品;消毒器具;置物空間;嬰兒車停放空間,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,臺北市政府警察局刑事警察大隊,臺北市大同區重慶北路2段219號,02-23817292,每日24小時開放,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;設置意見回饋箱 ,112年8月,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,國立臺灣博物館鐵道部園區,臺北市大同區延平北路1段2號1樓,02-23822669轉5344,週一至週日08:00~17:00,兒童晨間,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,國立臺灣博物館鐵道部園區（北門）,臺北市大同區延平北路1段2號1樓,02-23822669轉5344,週一至週日08:00~17:00,廳宿,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
大同區,國立臺灣博物館鐵道部園區,臺北市大同區延平北路1段2號1樓,02-23822669轉5344,週一至週日08:00~17:00,20號建物,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市萬華區公所,臺北市萬華區和平西路3段120號12樓,02-23064468轉304,週一至週五08:30~17:30,12樓走道盡頭,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,平時無上鎖；請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市萬華區戶政事務所,臺北市萬華區和平西路3段120號4樓,02-23062706轉5306,週一至週五08:30~17:30,萬華區行政大樓4樓進門左側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,平時無上鎖；請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,財政部臺北市國稅局萬華稽徵所,臺北市萬華區萬大路90巷1號,02-23042270轉509,週一至週五08:30~12:30、13:30~17:30,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,平時無上鎖；請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,財政部臺北國稅局,臺北市萬華區中華路1段2號,02-23113711轉2736,週一至週五09:00~17:00,1樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,請先與1樓服務台人員領取鑰匙；請自行前往哺乳室並登記 ，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市立圖書館萬華分館,臺北市萬華區東園街19號6樓,02-23391056,週日、週一09:00~17:00；週二至週六08:30~21:00,6樓兒童室內,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;免費衛生用品;置物空間;母乳哺育宣導資訊,無,無,需先向櫃臺登記並拿取鑰匙；哺集乳室資訊依各場所實際公告內容為主
萬華區,交通部臺灣鐵路局運務處臺北運務段萬華站,臺北市萬華區康定路382號,02-23020481,週一至週日06:00~22:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,請洽服務台，由專人協助前往開門；請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,國立臺灣大學醫學院附設醫院北護分院,臺北市萬華區內江街87號,02-23717101轉8107、8331、8340、8341,週一至週五08:00~17:30、18:00~21:00,新大樓3樓婦產科門診旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,平時無上鎖；請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市立聯合醫院林森中醫昆明院區,臺北市萬華區昆明街100號1樓,02-23887088轉3915,週一至週五09:00~17:00；週六09:00~12:00,中醫門診中心2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,請洽服務台，由專人協助前往開門；請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,西園醫療社團法人西園醫院,臺北市萬華區西園路2段270號6樓,02-23076968轉1609,每日24小時開放,6樓病房護理站旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,自行前往哺集乳室並登記；哺集乳室資訊依各場所實際公告內容為主
萬華區,同仁院醫療財團法人萬華醫院,臺北市萬華區中華路2段606巷6號,02-23059292轉202,週一至週五08:30~21:30；週六08:00~17:00,2樓電梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
萬華區,台北仁濟院附設仁濟醫院,臺北市萬華區廣州街243號7樓,02-23021133轉2721,每日24小時開放,7樓健康中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市政府民政局新移民會館（萬華區）,臺北市萬華區長沙街2段171號3樓,02-23701046轉65,週二至週日09:00~17:00,櫃台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,請先告知櫃臺人員；請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
萬華區,家福股份有限公司台北桂林分公司,臺北市萬華區桂林路1號,02-23889887轉850,週一至週日08:00~22:00,5樓化妝室正對面,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,至3樓服務中心洽詢，將由專人協助開門；哺集乳室資訊依各場所實際公告內容為主
萬華區,臺北市立圖書館東園分館,臺北市萬華區東園街199號,02-23070460,週日、週一09:00~17:00；週二至週六08:30~21:00,2樓廁所旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,請自行前往哺乳室並登記，請使用人員遵守規範並共同維護環境清潔；哺集乳室資訊依各場所實際公告內容為主
